date,temperature,rainfall
2004-04-05,23.84330357142857,10.696598639455782
2004-04-12,23.98125,8.136734693877552
2004-04-19,23.104017857142857,4.284353741496599
2004-04-26,22.911160714285714,8.281632653061225
2004-05-03,21.76294642857143,26.238775510204082
2004-05-10,21.873660714285716,2.8435374149659864
2004-05-17,20.553571428571427,2.1435374149659863
2004-05-24,19.838392857142857,2.798639455782313
2004-05-31,19.445089285714285,1.561904761904762
2004-06-07,20.087946428571428,2.142857142857143
2004-06-14,19.448214285714286,5.55374149659864
2004-06-21,18.743303571428573,4.570748299319728
2004-06-28,18.99330357142857,5.976190476190476
2004-07-05,19.52455357142857,4.07891156462585
2004-07-12,19.732142857142858,2.2156462585034014
2004-07-19,19.84107142857143,0.819047619047619
2004-07-26,19.336160714285715,2.6564625850340136
2004-08-02,19.333035714285714,1.304081632653061
2004-08-09,19.67142857142857,0.3340136054421769
2004-08-16,19.76205357142857,3.0517006802721087
2004-08-23,20.26827731092437,2.9931972789115644
2004-08-30,20.084033613445378,2.613605442176871
2004-09-06,20.630672268907563,6.593197278911564
2004-09-13,20.204621848739496,6.054421768707483
2004-09-20,20.40168067226891,11.114965986394557
2004-09-27,20.215126050420167,0.9653061224489796
2004-10-04,20.561764705882354,0.7748299319727892
2004-10-11,21.281092436974788,2.760544217687075
2004-10-18,20.564285714285713,1.0972789115646258
2004-10-25,21.99453781512605,2.040136054421769
2004-11-01,22.117226890756303,2.2285714285714286
2004-11-08,22.270588235294117,5.734013605442177
2004-11-15,22.410084033613444,1.1605442176870748
2004-11-22,22.76344537815126,2.1510204081632653
2004-11-29,22.92142857142857,10.746938775510204
2004-12-06,22.745378151260503,2.1537414965986397
2004-12-13,24.30924369747899,47.93265306122449
2004-12-20,24.454621848739496,7.461224489795918
2005-01-03,25.642857142857142,9.743537414965987
2005-01-10,25.580252100840337,2.25578231292517
2005-01-17,25.608823529411765,14.050340136054421
2005-01-24,25.892857142857142,12.485714285714286
2005-01-31,26.012605042016805,8.518367346938776
2005-02-07,26.03235294117647,10.130612244897959
2005-02-14,25.447058823529414,58.03061224489796
2005-02-21,24.95,3.160544217687075
2005-02-28,25.776470588235295,17.76598639455782
2005-03-07,25.429411764705883,3.3659863945578232
2005-03-14,25.212605042016808,15.989795918367347
2005-03-21,24.89579831932773,26.814965986394558
2005-03-28,23.54873949579832,1.3115646258503402
2005-04-04,23.692857142857143,6.67891156462585
2005-04-11,23.947899159663866,2.777551020408163
2005-04-18,23.857142857142858,2.914965986394558
2005-04-25,23.70966386554622,4.936734693877551
2005-05-02,22.092436974789916,1.8374149659863945
2005-05-09,21.804201680672268,3.207482993197279
2005-05-16,21.85546218487395,7.912925170068028
2005-05-23,21.24075630252101,1.3605442176870748
2005-05-30,20.42058823529412,3.4115646258503403
2005-06-06,21.13655462184874,6.889795918367347
2005-06-13,20.839915966386553,1.4149659863945578
2005-06-20,19.919327731092437,9.280952380952382
2005-06-27,19.151680672268906,1.8020408163265305
2005-07-04,19.07941176470588,4.651700680272109
2005-07-11,18.688235294117646,1.6707482993197278
2005-07-18,19.835714285714285,2.3299319727891157
2005-07-25,18.680672268907564,1.4877551020408164
2005-08-01,19.49873949579832,2.2931972789115647
2005-08-08,19.203361344537814,6.476870748299319
2005-08-15,19.572268907563025,3.0319727891156463
2005-08-22,18.218067226890756,3.6510204081632653
2005-08-29,19.77016806722689,3.198639455782313
2005-09-05,20.061764705882354,3.339455782312925
2005-09-12,19.13529411764706,9.78843537414966
2005-09-19,21.02016806722689,5.3074829931972785
2005-09-26,20.199159663865547,7.214965986394557
2005-10-03,20.676470588235293,5.929931972789116
2005-10-10,19.992436974789914,0.482312925170068
2005-10-17,20.35672268907563,1.254421768707483
2005-10-24,21.129831932773108,0.8068027210884353
2005-10-31,20.658403361344536,3.1319727891156464
2005-11-07,21.084033613445378,0.6306122448979592
2005-11-14,22.863025210084032,0.9741496598639456
2005-11-21,22.135714285714286,28.433333333333334
2005-11-28,22.6109243697479,5.015646258503401
2005-12-05,23.27941176470588,3.025170068027211
2005-12-12,24.127731092436974,1.8612244897959183
2005-12-19,23.85798319327731,2.0653061224489795
2005-12-26,24.88137254901961,7.978571428571429
2006-01-02,24.58823529411765,5.654421768707483
2006-01-09,24.72142857142857,2.158503401360544
2006-01-16,24.862605042016806,10.346938775510203
2006-01-23,25.476050420168068,9.964625850340136
2006-01-30,24.922268907563026,8.175510204081633
2006-02-06,25.02016806722689,4.738775510204081
2006-02-13,24.73067226890756,58.029931972789115
2006-02-20,25.358823529411765,4.459863945578231
2006-02-27,24.706302521008404,64.75238095238095
2006-03-06,25.887394957983194,27.76326530612245
2006-03-13,24.90126050420168,5.855102040816327
2006-03-20,24.94327731092437,6.517687074829932
2006-03-27,24.75546218487395,0.7612244897959184
2006-04-03,24.525210084033613,2.1666666666666665
2006-04-10,24.337394957983193,5.638095238095238
2006-04-17,23.55924369747899,11.82108843537415
2006-04-24,23.69075630252101,1.5333333333333334
2006-05-01,21.91344537815126,2.763265306122449
2006-05-08,22.166806722689078,6.691836734693878
2006-05-15,21.994117647058822,3.5156462585034016
2006-05-22,22.513865546218486,1.8210884353741497
2006-05-29,21.83235294117647,2.8612244897959185
2006-06-05,21.565546218487395,3.972108843537415
2006-06-12,22.072268907563025,1.3401360544217686
2006-06-19,20.652941176470588,1.5659863945578232
2006-06-26,19.08235294117647,10.003401360544219
2006-07-03,19.96218487394958,2.5877551020408163
2006-07-10,19.05672268907563,3.994557823129252
2006-07-17,19.70798319327731,15.566666666666666
2006-07-24,19.47310924369748,2.4401360544217687
2006-07-31,19.0218487394958,2.746938775510204
2006-08-07,19.024789915966387,1.4843537414965986
2006-08-14,19.065546218487395,0.2571428571428571
2006-08-21,19.15420168067227,4.190476190476191
2006-08-28,19.972268907563024,14.905442176870748
2006-09-04,19.119327731092437,5.465986394557823
2006-09-11,19.633193277310927,0.6986394557823129
2006-09-18,20.30966386554622,0.8496598639455782
2006-09-25,19.8390756302521,1.8170068027210884
2006-10-02,20.219747899159664,1.4741496598639456
2006-10-09,18.56764705882353,0.8625850340136054
2006-10-16,21.42731092436975,5.227210884353742
2006-10-23,21.876470588235293,2.0775510204081633
2006-10-30,21.619327731092437,0.6489795918367347
2006-11-06,22.5327731092437,2.280952380952381
2006-11-13,22.495378151260503,9.287755102040817
2006-11-20,23.452100840336133,1.9598639455782312
2006-11-27,24.129831932773108,2.7034013605442175
2006-12-04,24.33529411764706,1.2843537414965986
2006-12-11,24.521428571428572,5.416326530612245
2006-12-18,24.874789915966385,4.94421768707483
2006-01-01,24.645220588235293,9.019047619047619
2007-01-01,25.191911764705882,10.249404761904762
2007-01-08,25.472689075630253,8.589795918367347
2007-01-15,25.492857142857144,22.60408163265306
2007-01-22,25.83487394957983,6.807482993197279
2007-01-29,25.878991596638656,11.251020408163265
2007-02-05,25.59285714285714,2.1625850340136052
2007-02-12,26.257983193277312,11.94625850340136
2007-02-19,25.531512605042018,51.69319727891156
2007-02-26,25.595378151260505,41.16598639455783
2007-03-05,24.499159663865544,4.833333333333333
2007-03-12,24.623529411764707,4.434013605442177
2007-03-19,24.238235294117647,2.9768707482993197
2007-03-26,24.353361344537817,1.9115646258503403
2007-04-02,24.400000000000002,6.8428571428571425
2007-04-09,23.896218487394957,4.872789115646259
2007-04-16,23.4609243697479,6.410884353741497
2007-04-23,23.556302521008405,3.9680272108843537
2007-04-30,23.009243697478993,0.5108843537414965
2007-05-07,22.39159663865546,0.28571428571428575
2007-05-14,22.531932773109244,7.112244897959184
2007-05-21,22.788235294117648,8.172108843537416
2007-05-28,21.421008403361345,1.6489795918367347
2007-06-04,21.41218487394958,2.2408163265306125
2007-06-11,20.255882352941178,0.7204081632653061
2007-06-18,19.292436974789915,1.1517006802721088
2007-06-25,20.479411764705883,4.514965986394558
2007-07-02,19.91218487394958,6.785714285714286
2007-07-09,20.047478991596638,10.848299319727891
2007-07-16,19.492857142857144,4.585034013605442
2007-07-23,20.291596638655463,9.993197278911564
2007-07-30,19.921008403361345,1.4095238095238096
2007-08-06,18.949159663865547,3.5700680272108842
2007-08-13,19.14327731092437,0.5387755102040817
2007-08-20,19.384453781512605,2.01156462585034
2007-08-27,20.194957983193277,3.3816326530612244
2007-09-03,19.764705882352942,0.9993197278911564
2007-09-10,20.451680672268907,6.772108843537414
2007-09-17,20.100420168067227,1.9197278911564626
2007-09-24,19.354621848739495,2.094557823129252
2007-10-01,20.33109243697479,1.0435374149659864
2007-10-08,20.923529411764704,2.3469387755102042
2007-10-15,21.068067226890758,9.02312925170068
2007-10-22,20.3218487394958,6.031292517006802
2007-10-29,19.573109243697477,0.4306122448979592
2007-11-05,22.602941176470587,0.1673469387755102
2007-11-12,22.58109243697479,0.7360544217687075
